# Table created by editing the following input table: output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv
# Used command:  dependencies/edit_table_basic.py -v -i output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv --column_names_are_in first_data_line --row_names_are_in_column ASV -o output/ASV_taxonomic_assignments/prokaryotic_ASVs.tsv --processing_order f --omit_rows_by_data 'taxonomy:*\;Chloroplast*,*\;Mitochondria*,Unassigned' --include_comments_in_output --save_output_row_names_under_column ASV --save_output_column_names_in last_comment_line
# Generated on: 2025.12.23 10:10:00
#
# ASV	taxonomy
ASV.33631	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33632	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis
ASV.33633	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33634	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33635	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae
ASV.33636	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;uncultured bacterium
ASV.33637	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae
ASV.33638	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33639	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.3364	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium
ASV.33640	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Incertae Sedis;uncultured bacterium
ASV.33641	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33642	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;uncultured bacterium
ASV.33643	Bacteria;Actinomycetota;Actinobacteria
ASV.33644	Bacteria;Chloroflexota;Ktedonobacteria;C0119;Incertae Sedis;Incertae Sedis
ASV.33645	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis;uncultured bacterium
ASV.33646	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae
ASV.33647	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae
ASV.33648	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33649	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales
ASV.3365	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae
ASV.33650	Bacteria;Actinomycetota;Thermoleophilia
ASV.33651	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33652	Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;Incertae Sedis;Incertae Sedis
ASV.33653	Bacteria;Pseudomonadota;Alphaproteobacteria;Elsterales;Incertae Sedis;Incertae Sedis
ASV.33654	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae
ASV.33655	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Incertae Sedis
ASV.33656	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;uncultured bacterium
ASV.33657	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseotalea
ASV.33658	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33659	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.3366	Bacteria;Acidobacteriota;Subgroup 22;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.33660	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33661	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.33662	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;uncultured Alphaproteobacteria bacterium
ASV.33663	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.33664	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Incertae Sedis;uncultured bacterium
ASV.33665	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;uncultured bacterium
ASV.33666	Bacteria;Myxococcota;bacteriap25;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.33667	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33668	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33669	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Incertae Sedis;uncultured Alphaproteobacteria bacterium
ASV.3367	Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 13;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33670	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33671	Bacteria
ASV.33672	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae
ASV.33673	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.33674	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Incertae Sedis;Incertae Sedis
ASV.33675	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33676	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Opitutales;Opitutaceae
ASV.33677	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.33678	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33679	Bacteria;Bacillota;Negativicutes
ASV.3368	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Incertae Sedis
ASV.33680	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33681	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis
ASV.33682	Bacteria;Acidobacteriota
ASV.33683	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.33684	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter
ASV.33685	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33686	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Incertae Sedis;uncultured bacterium
ASV.33687	Bacteria;Bacillota;Bacilli;Bacillales
ASV.33688	Bacteria;Bacillota;Desulfitobacteriia;Desulfitobacteriales
ASV.33689	Bacteria
ASV.3369	Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;Aminicenantaceae;Aminicenans;uncultured bacterium
ASV.33690	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;Incertae Sedis
ASV.33691	Bacteria
ASV.33692	Bacteria;Actinomycetota;Thermoleophilia
ASV.33693	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;uncultured bacterium
ASV.33694	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter
ASV.33695	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae
ASV.33696	Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;Incertae Sedis;Incertae Sedis
ASV.33697	Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;uncultured Acidobacteria bacterium
ASV.33698	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;uncultured beta proteobacterium
ASV.33699	Bacteria
ASV.337	Bacteria;Bacillota;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;Incertae Sedis
ASV.3370	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.33700	Bacteria
ASV.33701	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33702	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.33703	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;Incertae Sedis;uncultured bacterium
ASV.33704	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;uncultured bacterium
ASV.33705	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Incertae Sedis;uncultured soil bacterium
ASV.33706	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.33707	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33708	Bacteria;Acidobacteriota;Acidobacteriae
ASV.33709	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33710	Bacteria
ASV.33711	Bacteria
ASV.33712	Bacteria;Acidobacteriota;Acidobacteriae
ASV.33713	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis
ASV.33714	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33715	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33716	Bacteria;Actinomycetota;Actinobacteria;Micrococcales
ASV.33717	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33718	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas aquatica
ASV.33719	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.3372	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;uncultured bacterium
ASV.33720	Bacteria
ASV.33721	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33722	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Rhodoplanes;metagenome
ASV.33723	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33724	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;Incertae Sedis;uncultured bacterium
ASV.33725	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.33726	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tautonia
ASV.33727	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae
ASV.33728	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Spirosoma
ASV.33729	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis
ASV.3373	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
ASV.33730	Bacteria;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;Incertae Sedis
ASV.33731	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33732	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;Incertae Sedis
ASV.33733	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33734	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae
ASV.33735	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis;uncultured bacterium
ASV.33736	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33737	Bacteria
ASV.33738	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Incertae Sedis
ASV.33739	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Incertae Sedis;uncultured bacterium
ASV.3374	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
ASV.33740	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV.33741	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33742	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae
ASV.33743	Bacteria;Pseudomonadota;Gammaproteobacteria;R7C24;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33744	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
ASV.33745	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33746	Bacteria;Actinomycetota;Actinobacteria
ASV.33747	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae
ASV.33748	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33749	Bacteria;Elusimicrobiota;Lineage IIa;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.3375	Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Clade I
ASV.33750	Bacteria;Elusimicrobiota;Lineage IIa;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.33751	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae
ASV.33752	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Incertae Sedis;uncultured bacterium
ASV.33753	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tautonia
ASV.33754	Bacteria;Actinomycetota;Thermoleophilia
ASV.33755	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33756	Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;Incertae Sedis;Incertae Sedis
ASV.33757	Bacteria;Pseudomonadota
ASV.33758	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33759	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.3376	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Methylophilaceae;OM43 clade
ASV.33760	Bacteria
ASV.33761	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33762	Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.33763	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33764	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus
ASV.33765	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium
ASV.33766	Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;Incertae Sedis;Incertae Sedis
ASV.33767	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.33768	Bacteria;Acidobacteriota;Subgroup 25;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.33769	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.3377	Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Clade I
ASV.33770	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.33771	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33772	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales
ASV.33773	Bacteria;Armatimonadota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.33774	Bacteria
ASV.33775	Bacteria;Actinomycetota
ASV.33776	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.33777	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33778	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;Incertae Sedis;uncultured bacterium
ASV.33779	Bacteria;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geotalea
ASV.3378	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Incertae Sedis
ASV.33780	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales
ASV.33781	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33782	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae
ASV.33783	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae
ASV.33784	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Anaerobacterium;uncultured bacterium
ASV.33785	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.33786	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.33787	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae
ASV.33788	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Incertae Sedis;uncultured bacterium
ASV.33789	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.3379	Bacteria;NB1-j;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.33790	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33791	Bacteria;Pseudomonadota;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia
ASV.33792	Bacteria;Actinomycetota;Thermoleophilia
ASV.33793	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33794	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.33795	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis
ASV.33796	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33797	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33798	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales
ASV.33799	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.338	Bacteria;Bacillota;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;Incertae Sedis
ASV.3380	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Robiginitalea
ASV.33800	Bacteria
ASV.33801	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis;uncultured soil bacterium
ASV.33802	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33803	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Spirosoma
ASV.33804	Bacteria;Bacillota;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus
ASV.33805	Bacteria;Actinomycetota;Actinobacteria;Micrococcales
ASV.33806	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;uncultured bacterium
ASV.33807	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33808	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales
ASV.33809	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.3381	Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33810	Bacteria;Bacillota;Bacilli
ASV.33811	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis;uncultured bacterium
ASV.33812	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33813	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Incertae Sedis;uncultured bacterium
ASV.33814	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.33815	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Dyadobacter
ASV.33816	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33817	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33818	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33819	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.3382	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis
ASV.33820	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33821	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata
ASV.33822	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33823	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33824	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Solibacillus;uncultured bacterium
ASV.33825	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33826	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33827	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus brasilensis
ASV.33828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33829	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.3383	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;uncultured bacterium
ASV.33830	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV.33831	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33832	Bacteria
ASV.33833	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33834	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33835	Bacteria
ASV.33836	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33837	Bacteria
ASV.33838	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales
ASV.33839	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.3384	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7
ASV.33840	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae
ASV.33841	Bacteria;Pseudomonadota;Alphaproteobacteria;Elsterales;URHD0088;Incertae Sedis
ASV.33842	Bacteria;Actinomycetota;Actinobacteria
ASV.33843	Bacteria;Dependentiae;Babeliae;Babeliales
ASV.33844	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33845	Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;Incertae Sedis;Incertae Sedis
ASV.33846	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Fuscovulum
ASV.33847	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. UAC-80
ASV.33848	Bacteria;Actinomycetota;Actinobacteria
ASV.33849	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067
ASV.3385	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33850	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tautonia
ASV.33851	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33852	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33853	Bacteria
ASV.33854	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales
ASV.33855	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae
ASV.33856	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata
ASV.33857	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;uncultured Bacteroidetes bacterium
ASV.33858	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33859	Bacteria;Bacillota;Clostridia;Oscillospirales
ASV.3386	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;Incertae Sedis;uncultured bacterium
ASV.33860	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae
ASV.33861	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
